"id";"bidding_table_titles_list";"bidding_table_items_list"
4815;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|估算金额(万元)|最高投标费率( %)|工期|项目建设单位|招标文件收取费用（元）|备注";"https://www.bidding.csg.cn//zbgg/1200274946.jhtml|0002200000076738|1|标的一：惠城片区|1|惠城片区标包1|238|100|/|广东电网有限责任公司惠州供电局|本项目不收取标书费|本项目不收取保证金"
4816;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|估算金额(万元)|最高投标费率( %)|工期|项目建设单位|招标文件收取费用（元）|备注";"https://www.bidding.csg.cn//zbgg/1200274947.jhtml|0002200000076738|1|标的一：惠城片区|1|惠城片区标包1|238|100|/|广东电网有限责任公司惠州供电局|本项目不收取标书费|本项目不收取保证金"
4817;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|估算金额(万元)|最高投标费率( %)|工期|项目建设单位|招标文件收取费用（元）|备注";"https://www.bidding.csg.cn//zbgg/1200274950.jhtml|0002200000076738|1|标的一：惠城片区|1|惠城片区标包1|238|100|/|广东电网有限责任公司惠州供电局|本项目不收取标书费|本项目不收取保证金"
4818;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|最大中标数量|最高限价(万元)|工期|招标文件收取费用（元）|保证金(元)";"https://www.bidding.csg.cn//zbgg/1200274856.jhtml|0002200000075274|1|统一电力交易平台部分关键技术|1|统一电力交易平台部分关键技术|1|315|自合同签订后3个月|不收取|不收取"
4819;"网页链接|项目编号|序号|标的|概算金额（万元）|最大中标数量|标包号|标包名称|标包金额（万元）|工期|最高限价(万元)|是否特殊包|招标文件费用（元）|投标保证金（元）";"https://www.bidding.csg.cn//zbgg/1200274893.jhtml|0002200000075144|1|南网总调自主可控通信技术创新工作室装修改造项目|276.22|1|0002200000075144|南网总调自主可控通信技术创新工作室装修改造项目|276.22|自合同签订之日起至2021年9月|276.22|否|不收取|不收取"
4820;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|最高限价|工期|招标文件收取费用（元）|投标保证金";"https://www.bidding.csg.cn//zbgg/1200274860.jhtml|0002200000076059|1|数字保险科技创新网络安全服务模式研究|1|数字保险科技创新网络安全服务模式研究|79|自合同签订之日起至|不收取"
4821;"网页链接|项目编号|标的序号|标的名称|分包名称|最高限价|分包序号|工期|招标文件收取费用（元）|保证金";"https://www.bidding.csg.cn//zbgg/1200274894.jhtml|0002200000071622|1|程序帐号安全管理工具项目|程序帐号安全管理工具项目采购|50|1|完成合同签订之日起|不收取|不收取"
4822;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|最高限价|工期|项目建设单位|保证金|备注";"https://www.bidding.csg.cn//zbgg/1200274923.jhtml|0002200000076601|1|标的|标包|标包|/|自合同签订之日起至|普洱供电局|10000|"
4823;"网页链接|项目编号|序号|标的|概算金额（万元）|最大中标数量|标包号|标包名称|标包金额（万元）|工期|最高限价(万元)|是否特殊包|招标文件收取费用（元）|保证金(元)";"https://www.bidding.csg.cn//zbgg/1200274909.jhtml|0002200000076490|1|2020年南网总调第一批硬件集中采购|366.6|/|1|2020年南网总调第一批硬件集中采购|366.6|自合同签订之日起1年|366.6|否|不收取|不收取"
4824;"网页链接|项目编号|序号|标的|概算金额（万元）|最大中标数量|标包号|标包名称|标包金额（万元）|工期|最高限价(万元)|投标保证金（万元）|标书费（万元）|是否特殊包";"https://www.bidding.csg.cn//zbgg/1200274916.jhtml|0002200000076530|1|2020年南网总调第一批软件集中采购|333.8|/|1|2020年南网总调第一批软件集中采购|333.8|自合同签订之日起1年|333.8|不收取|不收取|否"
4825;"网页链接|项目编号|序号|标的名称|标段编号|标段名称|最高限价( 万元)|工期|项目建设单位|招标文件收取费用（元）|保证金(元)|备注";"https://www.bidding.csg.cn//zbgg/1200274918.jhtml|0002200000076194|1|/|1|标1：德宏供电局2021-2022年生产项目土建类（变电土建除外）施工框架招标|/|合同签订之日起至2022年12月31日|德宏供电局|不收取|20000|/"
4826;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|估算金额(万元)|最高投标费率( %)|工期|项目建设单位|招标文件收取费用（元）|保证金收取费用（元）";"https://www.bidding.csg.cn//zbgg/1200274919.jhtml|0002200000076763|1|办公场所物业管理服务|1|惠州供电局本部、惠城供电局、博罗供电局、惠阳供电局、龙门供电局等办公场所物业管理服务|3062.88|100|/|惠州供电局|不收取|50000.00"
4827;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|估算金额|最高限价|工期|项目建设单位|招标文件收取费用（元）|保证金|备注";"https://www.bidding.csg.cn//zbgg/1200274810.jhtml|0002200000075898|1|标段一：昆明供电局机关本部及所属基层|1|昆明供电局各部门、中心、基层、呈贡供电局、安宁供电局、富民供电局、嵩明供电局、晋宁供电局、宜良供电局、石林供电局、禄劝供电局、寻甸供电局|4750|/|2021||不收取|475000|最高限价详见《技术规范书》"
4828;"网页链接|项目编号|序号|标段编号|标段名称|项目建设单位|招标文件收取费用（元）|保证金|备注";"https://www.bidding.csg.cn//zbgg/1200274812.jhtml|0002200000075612|1|1|标段|南方电网云南电动汽车服务有限公司|不收取|100000|"
4829;"网页链接|项目编号|标的序号|标的名称|分包名称|分包序号|招标文件收取费用（元）|保证金|备注";"https://www.bidding.csg.cn//zbgg/1200274813.jhtml|0002200000075629|1|标|包|1|不收取|70000|"
4830;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|采购结果有效期|项目建设单位|招标文件收取费用（元）|保证金|备注";"https://www.bidding.csg.cn//zbgg/1200274835.jhtml|0002200000076471|1|标|1|玉溪电网|两年内有效，具体起止时间以合同签订要求为准|玉溪供电局|不收取|100000|"
4831;"网页链接|项目编号|标的序号|标的名称|分包名称|最高限价(万元)|分包序号|招标文件收取费用（元）|保证金(元)|备注";"https://www.bidding.csg.cn//zbgg/1200274819.jhtml|0002200000076300|1|全绝缘台架标准件、固定串联间隙跌落式防雷支架|标包1|498.4|1|不收取招标文件费|10000|"
4832;"网页链接|项目编号|标的序号|标的名称|分包名称|最高限价(万元)|分包序号|招标文件收取费用（元）|保证金(元)|备注";"https://www.bidding.csg.cn//zbgg/1200274839.jhtml|0002200000076300|1|全绝缘台架标准件、固定串联间隙跌落式防雷支架|标包1|498.4|1|不收取招标文件费|10000|"
4833;"网页链接|项目编号|标的序号|标的名称|分包名称|最高限价( 万元)|分包序号|最大中标包数|工期|保证金(元)|备注";"https://www.bidding.csg.cn//zbgg/1200274841.jhtml|0002200000076391|1|标一：多旋翼无人机电池货物类采购|多旋翼无人机电池货物类采购|1.7607|1|/|/|6000|"
4834;"网页链接|项目编号|标的序号|标的名称|分包名称|最高限价|分包序号|最大中标包数|工期|招标文件收取费用（元）|保证金|备注";"https://www.bidding.csg.cn//zbgg/1200274853.jhtml|0002200000075482|1|35kV|35kV|/|1|/|/|/|10000|"
4835;"网页链接|项目编号|序号|标包|预计采购金额|最高限价(万元)|备注";"https://www.bidding.csg.cn//zbgg/1200274854.jhtml|没有项目编号|1|2020-2021年度输电线路设备检测及激光点云精细化数据整理专业服务|人民币200万元（含税）|无|\"
4836;"网页链接|项目编号|序号|标的名称|概算金额|标包序号|标包名称|标包金额（万元）|最高限价|工期|项目建设单位|招标文件收取费用（元）|投标保证金";"https://www.bidding.csg.cn//zbgg/1200274771.jhtml|0002200000075442|1|标的|165|1|现场|165|/|合同签订之日起至|广东电网有限责任公司广州供电局|不收取|不收取"
4837;"网页链接|项目编号|序号|品类|标的|最大中标数量|标包号|标包名称|标包金额（万元）|工期|最高限价(万元)|招标文件收取费用（元）|保证金(元)";"https://www.bidding.csg.cn//zbgg/1200274783.jhtml|0002200000072935|1|一档机架式微机服务器|基于可信白名单技术的综合自动化变电站安全防护示范应用建设|1|1|标包1|180|至2020年12月底|180|不收取|不收取"
4838;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|估算金额|最高限价|服务期|项目建设单位|招标文件收取费用（元）|保证金|备注";"https://www.bidding.csg.cn//zbgg/1200274784.jhtml|0002200000074753|1|应急发电设备维保|7-1|防城港供电局|35|13.4|/|防城港供电局|/|5000|单价限价"
4839;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|估算金额|最高限价|服务期|项目建设单位|招标文件收取费用（元）|保证金|备注";"https://www.bidding.csg.cn//zbgg/1200274788.jhtml|0002200000074769|1|低电压配网网格化巡视维护|2-2|来宾忻城供电局|84|/|详见标的标包划分表|来宾忻城供电局|/|10000|单价限价"
4840;"网页链接|项目编号|标的序号|标的名称|分包名称|最高限价|分包序号|最大中标包数|工期或交货期|招标文件收取费用（元）|保证金|备注";"https://www.bidding.csg.cn//zbgg/1200274789.jhtml|0002200000073030|1|营业厅视频监控系统|标|/|8-1|1|商城订单确认后|不收取|50000|"
4841;"网页链接|项目编号|标的序号|标的名称|标包名称|最高限价|保证金";"https://www.bidding.csg.cn//zbgg/1200274797.jhtml|0002200000076559|1|继电保护设备|广蓄惠蓄继电保护设备|无|100000"
4842;"网页链接|项目编号|序号|标的名称|标包名称|最高限价( 万元)|工期|项目建设单位|招标文件收取费用（元）|保证金(元)|备注";"https://www.bidding.csg.cn//zbgg/1200274773.jhtml|0002200000068834|1|基于内嵌式芯片及高精度RTK的无人机智能巡检及数据分析技术研究-课题1：基于嵌入式芯片的输电线路前端数据采集及自动分析技术服务|标包1|270|详见技术规范书|超高压输电公司广州局|不收取|20000|/"
4843;"网页链接|项目编号|序号|标段名称|建设单位|发包预算价|最高投标费率（|标书费（元）|保证金（万元）";"https://www.bidding.csg.cn//zbgg/1200274801.jhtml|没有项目编号|1|2020|江门供电局|80|100|不收取|不收取"
4844;"网页链接|项目编号|序号|品类|标的|最大中标数量|标包号|标包名称|标包金额（万元）|工期|最高限价(万元)|招标文件收取费用（元）|保证金(元)";"https://www.bidding.csg.cn//zbgg/1200274806.jhtml|0002200000072981|1|信息化类设备|2020年生产环境及研发环境防护提升-内外网交换平台采购项目|1|1|内外网交换平台及网络设备采购|1000.62|2020/12/31日前|1000.62|不收取|不收取"
4845;"网页链接|项目编号|序号|品类|标的编号|标的名称|标包号(标包编号）|标包名称|中标比例|标包金额（万元）|最高限价(万元)|投标保证金（万元）";"https://www.bidding.csg.cn//zbgg/1200274703.jhtml|0002200000074846|1|劳保服装类|1|职业服及职业服配饰|1-1|职业服及职业服配饰|100%|487.441|487.441|5"
4846;"网页链接|项目编号|招标编号|项目名称|单位|标包划分|中标金额比例";"https://www.bidding.csg.cn//zbgg/1200274705.jhtml|没有项目编号|GDMJ-2020-02|超高压输电公司食堂食材采购项目|项|标包1：肉类|100%"
4847;"网页链接|项目编号|序号|标的|标段名称|中标比例|最高限价|备注";"https://www.bidding.csg.cn//zbgg/1200274700.jhtml|没有项目编号|(元/人天)"
4848;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|项目建设单位|备注";"https://www.bidding.csg.cn//zbgg/1200274746.jhtml|0002200000069903|1|理发服务|1-1|河池供电局|河池供电局|无"
4849;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|估算金额(万元)|最高投标费率( %)|招标文件收取费用（元）|投标保证金（万元）|备注";"https://www.bidding.csg.cn//zbgg/1200274750.jhtml|0002200000076314|1|驾驶服务|1|驾驶服务|400|100|本项目不收取|本项目不收取|/"
